time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),ville
2021-02-04,20.5,26.4,16.5,85,9.3,Antananarivo
2021-02-04,20.7,28.4,14.1,53,9.6,Nairobi
2021-02-04,-0.9,3.3,-3.6,71,15.4,New York
2021-02-04,8.3,11.5,5.7,91,9.0,Paris
2021-02-04,22.9,26.0,19.8,76,18.5,Sydney
2021-02-04,4.4,12.7,-0.6,56,18.6,Tokyo
2021-02-05,21.2,26.8,16.6,79,6.7,Antananarivo
2021-02-05,20.6,27.4,13.9,55,8.6,Nairobi
2021-02-05,0.7,4.9,-3.5,82,11.1,New York
2021-02-05,8.3,11.1,6.7,91,7.9,Paris
2021-02-05,23.1,25.8,20.7,77,22.6,Sydney
2021-02-05,4.9,9.7,1.2,75,10.2,Tokyo
2021-02-06,20.8,26.0,17.2,79,5.0,Antananarivo
2021-02-06,20.0,27.0,16.0,72,5.7,Nairobi
2021-02-06,0.0,4.0,-5.1,71,15.7,New York
2021-02-06,7.4,8.8,6.1,95,10.1,Paris
2021-02-06,21.3,24.0,17.2,90,12.3,Sydney
2021-02-06,6.4,11.8,1.6,71,10.0,Tokyo
2021-02-07,19.9,25.2,16.5,86,5.5,Antananarivo
2021-02-07,19.2,23.9,16.1,79,6.8,Nairobi
2021-02-07,-1.9,0.0,-4.8,85,11.9,New York
2021-02-07,3.3,7.1,-0.3,86,11.6,Paris
2021-02-07,21.3,25.2,18.6,76,17.0,Sydney
2021-02-07,7.6,14.8,1.1,60,13.1,Tokyo
2021-02-08,20.5,25.6,16.6,83,4.7,Antananarivo
2021-02-08,17.6,20.9,15.9,88,7.2,Nairobi
2021-02-08,-6.2,-0.5,-11.0,68,13.3,New York
2021-02-08,-0.4,0.8,-1.6,75,8.3,Paris
2021-02-08,20.3,21.9,18.8,76,13.2,Sydney
2021-02-08,2.9,7.8,-1.4,44,25.5,Tokyo
2021-02-09,20.0,25.0,16.8,86,6.5,Antananarivo
2021-02-09,18.3,23.4,14.9,82,8.9,Nairobi
2021-02-09,-5.0,0.8,-10.0,83,9.8,New York
2021-02-09,-1.7,-0.5,-3.6,73,13.4,Paris
2021-02-09,19.7,22.6,17.0,77,9.8,Sydney
2021-02-09,2.6,9.1,-1.8,45,16.7,Tokyo
2021-02-10,19.3,24.0,17.3,88,8.5,Antananarivo
2021-02-10,18.3,23.3,15.7,81,10.2,Nairobi
2021-02-10,-4.3,0.0,-9.3,73,9.1,New York
2021-02-10,-3.4,-0.7,-5.5,61,17.8,Paris
2021-02-10,20.1,22.7,17.8,74,8.6,Sydney
2021-02-10,5.0,9.7,0.4,66,11.6,Tokyo
2021-02-11,19.3,24.3,17.3,87,6.2,Antananarivo
2021-02-11,18.3,22.4,15.5,80,5.8,Nairobi
2021-02-11,-2.7,0.2,-4.9,78,9.0,New York
2021-02-11,-2.9,1.0,-5.7,59,16.3,Paris
2021-02-11,21.4,24.7,18.1,66,16.0,Sydney
2021-02-11,6.2,12.8,0.1,56,23.2,Tokyo
2021-02-12,19.8,24.5,16.5,81,10.0,Antananarivo
2021-02-12,18.7,24.1,15.8,82,6.0,Nairobi
2021-02-12,-6.2,-2.8,-11.7,69,9.7,New York
2021-02-12,-2.1,1.5,-4.2,50,18.9,Paris
2021-02-12,24.7,30.5,21.6,73,11.2,Sydney
2021-02-12,6.6,11.5,2.7,73,10.2,Tokyo
2021-02-13,18.9,22.4,17.0,87,9.4,Antananarivo
2021-02-13,18.3,23.9,15.7,86,5.2,Nairobi
2021-02-13,-4.9,-3.0,-7.7,68,12.0,New York
2021-02-13,-3.3,0.3,-5.6,44,14.9,Paris
2021-02-13,19.5,20.8,18.0,82,19.3,Sydney
2021-02-13,9.1,14.8,4.5,74,13.3,Tokyo
2021-02-14,17.9,19.4,16.3,93,7.1,Antananarivo
2021-02-14,19.0,24.5,15.4,78,6.5,Nairobi
2021-02-14,-1.5,2.3,-3.4,80,9.9,New York
2021-02-14,-1.0,3.6,-5.5,51,15.9,Paris
2021-02-14,19.9,22.3,18.0,72,21.8,Sydney
2021-02-14,13.1,17.4,8.9,72,19.6,Tokyo
2021-02-15,18.6,21.9,16.3,89,5.4,Antananarivo
2021-02-15,19.7,25.6,15.0,70,10.5,Nairobi
2021-02-15,-0.8,0.8,-2.7,81,13.3,New York
2021-02-15,4.8,8.0,1.6,82,17.9,Paris
2021-02-15,20.4,22.0,19.0,82,23.0,Sydney
2021-02-15,9.9,14.0,3.2,74,21.1,Tokyo
2021-02-16,19.7,24.1,17.1,87,9.6,Antananarivo
2021-02-16,20.0,26.1,15.0,66,10.8,Nairobi
2021-02-16,4.3,8.4,-0.9,87,14.9,New York
2021-02-16,8.0,12.3,4.3,84,19.2,Paris
2021-02-16,20.8,24.3,18.7,79,15.4,Sydney
2021-02-16,7.7,14.2,4.0,46,19.9,Tokyo
2021-02-17,21.2,26.1,17.8,80,8.7,Antananarivo
2021-02-17,19.4,27.3,13.6,65,8.8,Nairobi
2021-02-17,-3.2,2.6,-6.8,62,16.5,New York
2021-02-17,9.2,12.3,6.2,85,18.1,Paris
2021-02-17,20.8,23.3,18.5,71,15.8,Sydney
2021-02-17,2.7,11.2,-3.6,51,16.5,Tokyo
2021-02-18,22.1,29.3,15.5,78,5.2,Antananarivo
2021-02-18,19.3,27.1,13.3,63,10.0,Nairobi
2021-02-18,-4.3,-2.6,-6.9,75,13.1,New York
2021-02-18,8.8,11.7,5.5,81,17.5,Paris
2021-02-18,21.5,24.0,19.8,79,13.6,Sydney
2021-02-18,2.3,7.4,-1.3,48,14.8,Tokyo
2021-02-19,21.8,27.9,18.3,83,7.8,Antananarivo
2021-02-19,20.1,27.7,13.4,54,8.2,Nairobi
2021-02-19,-2.2,-0.6,-3.5,89,15.9,New York
2021-02-19,9.0,14.3,4.2,86,13.3,Paris
2021-02-19,21.8,25.3,18.4,86,7.8,Sydney
2021-02-19,4.4,10.6,-1.4,65,11.5,Tokyo
2021-02-20,22.1,28.2,18.1,77,4.2,Antananarivo
2021-02-20,19.5,25.9,13.8,61,7.5,Nairobi
2021-02-20,-1.7,-0.1,-4.7,75,15.3,New York
2021-02-20,12.4,17.6,8.2,69,19.6,Paris
2021-02-20,22.1,25.8,19.1,88,8.4,Sydney
2021-02-20,9.1,15.6,3.5,65,20.8,Tokyo
2021-02-21,21.1,25.7,17.5,79,11.1,Antananarivo
2021-02-21,19.1,25.1,15.3,74,5.3,Nairobi
2021-02-21,-4.3,0.4,-8.2,69,12.3,New York
2021-02-21,11.6,17.0,6.9,66,13.8,Paris
2021-02-21,22.0,25.5,19.0,87,8.8,Sydney
2021-02-21,11.4,19.8,4.4,70,12.1,Tokyo
2021-02-22,20.1,24.9,16.3,82,14.0,Antananarivo
2021-02-22,18.0,23.9,14.0,84,4.1,Nairobi
2021-02-22,-2.6,2.4,-8.5,85,12.0,New York
2021-02-22,12.0,16.6,7.1,71,10.7,Paris
2021-02-22,21.4,25.8,18.7,79,21.7,Sydney
2021-02-22,12.8,19.9,6.9,57,20.6,Tokyo
2021-02-23,19.6,24.8,15.9,81,14.0,Antananarivo
2021-02-23,19.5,25.8,15.3,70,7.1,Nairobi
2021-02-23,1.8,5.7,-1.7,80,16.1,New York
2021-02-23,13.2,17.4,10.5,78,17.2,Paris
2021-02-23,19.0,20.4,17.3,73,19.1,Sydney
2021-02-23,6.5,14.0,2.0,41,35.5,Tokyo
2021-02-24,19.7,23.7,16.7,84,10.3,Antananarivo
2021-02-24,19.1,25.8,13.0,65,7.6,Nairobi
2021-02-24,4.2,11.0,-1.0,72,15.4,New York
2021-02-24,13.0,18.6,9.3,79,13.0,Paris
2021-02-24,19.9,20.8,18.2,86,12.0,Sydney
2021-02-24,4.5,9.6,-0.3,42,27.5,Tokyo
2021-02-25,19.9,24.1,16.5,83,8.5,Antananarivo
2021-02-25,19.2,26.1,13.7,62,7.7,Nairobi
2021-02-25,5.7,8.0,1.7,57,21.8,New York
2021-02-25,12.1,16.8,8.3,79,10.3,Paris
2021-02-25,20.5,23.9,17.3,89,10.1,Sydney
2021-02-25,6.3,9.8,3.6,60,12.6,Tokyo
2021-02-26,20.5,25.9,16.2,80,7.7,Antananarivo
2021-02-26,19.5,27.1,13.8,53,8.2,Nairobi
2021-02-26,0.9,6.1,-3.3,61,8.1,New York
2021-02-26,8.6,11.4,4.0,79,12.7,Paris
2021-02-26,21.4,24.4,19.3,79,11.2,Sydney
2021-02-26,6.6,11.6,2.1,43,28.7,Tokyo
2021-02-27,20.8,25.6,17.7,84,8.1,Antananarivo
2021-02-27,20.3,28.7,13.4,46,8.3,Nairobi
2021-02-27,5.5,11.8,1.6,85,14.3,New York
2021-02-27,5.3,10.2,1.6,78,14.8,Paris
2021-02-27,20.9,22.6,18.8,89,9.2,Sydney
2021-02-27,2.4,7.7,-3.0,51,17.8,Tokyo
2021-02-28,20.6,25.3,16.9,82,9.6,Antananarivo
2021-02-28,21.1,28.6,14.6,40,10.8,Nairobi
2021-02-28,4.2,7.8,0.3,82,11.8,New York
2021-02-28,5.7,11.1,1.9,76,14.2,Paris
2021-02-28,22.1,24.7,19.1,84,8.1,Sydney
2021-02-28,6.0,11.3,0.9,68,11.1,Tokyo
2021-03-01,20.8,25.6,16.4,79,11.7,Antananarivo
2021-03-01,20.2,26.9,13.6,54,11.2,Nairobi
2021-03-01,5.8,8.9,3.6,88,14.1,New York
2021-03-01,6.1,13.3,0.7,77,8.8,Paris
2021-03-01,23.8,29.8,19.8,73,16.7,Sydney
2021-03-01,13.5,17.5,8.8,72,23.8,Tokyo
2021-03-02,20.4,25.0,16.8,77,12.8,Antananarivo
2021-03-02,20.2,26.7,14.5,55,13.0,Nairobi
2021-03-02,-2.4,3.6,-7.2,42,28.3,New York
2021-03-02,7.9,16.7,1.3,81,7.6,Paris
2021-03-02,19.0,21.8,17.1,70,16.9,Sydney
2021-03-02,9.8,20.0,2.1,62,44.3,Tokyo
2021-03-03,20.9,26.9,16.5,75,6.0,Antananarivo
2021-03-03,20.8,27.3,14.3,56,11.1,Nairobi
2021-03-03,1.9,10.6,-3.7,49,13.8,New York
2021-03-03,10.5,17.2,5.5,78,7.3,Paris
2021-03-03,18.1,20.6,14.9,78,10.5,Sydney
2021-03-03,5.1,10.0,0.1,58,18.6,Tokyo
2021-03-04,19.9,24.6,18.1,89,8.0,Antananarivo
2021-03-04,19.4,26.0,13.9,69,10.5,Nairobi
2021-03-04,2.7,5.7,-0.6,63,18.1,New York
2021-03-04,8.9,11.8,5.8,86,12.0,Paris
2021-03-04,20.4,25.8,15.8,69,10.9,Sydney
2021-03-04,9.0,13.0,5.4,75,10.6,Tokyo
2021-03-05,19.7,24.1,17.2,87,11.9,Antananarivo
2021-03-05,19.8,26.6,15.6,70,9.8,Nairobi
2021-03-05,-2.3,2.1,-6.6,43,24.2,New York
2021-03-05,4.5,5.9,3.1,65,16.7,Paris
2021-03-05,19.2,21.3,17.7,66,18.4,Sydney
2021-03-05,11.5,16.3,8.2,79,8.8,Tokyo
2021-03-06,20.3,25.5,16.8,82,17.0,Antananarivo
2021-03-06,20.5,27.1,16.3,61,9.8,Nairobi
2021-03-06,-1.1,1.4,-4.5,50,16.1,New York
2021-03-06,3.4,8.5,-0.5,59,14.5,Paris
2021-03-06,18.5,21.2,14.8,73,10.1,Sydney
2021-03-06,10.4,20.3,3.7,56,22.6,Tokyo
2021-03-07,20.1,25.0,16.3,82,8.6,Antananarivo
2021-03-07,20.4,27.0,13.2,56,9.6,Nairobi
2021-03-07,-1.4,4.4,-5.2,55,11.7,New York
2021-03-07,2.5,9.0,-3.2,67,9.0,Paris
2021-03-07,21.1,23.8,17.4,74,11.4,Sydney
2021-03-07,6.6,9.7,5.0,64,14.5,Tokyo
2021-03-08,20.0,24.5,15.7,80,4.6,Antananarivo
2021-03-08,20.5,26.7,14.6,58,11.0,Nairobi
2021-03-08,-1.1,6.0,-6.6,50,11.8,New York
2021-03-08,2.5,7.3,-2.0,71,9.7,Paris
2021-03-08,22.6,29.9,18.0,73,11.4,Sydney
2021-03-08,6.2,8.4,3.8,83,15.5,Tokyo
2021-03-09,20.1,25.2,16.5,79,5.0,Antananarivo
2021-03-09,20.2,26.6,15.3,56,10.5,Nairobi
2021-03-09,6.7,16.0,0.2,50,15.8,New York
2021-03-09,5.0,11.1,-0.4,74,8.1,Paris
2021-03-09,22.0,27.1,20.5,74,14.8,Sydney
2021-03-09,9.2,13.7,4.7,76,11.4,Tokyo
2021-03-10,20.3,25.4,16.5,78,6.5,Antananarivo
2021-03-10,19.7,27.2,12.9,54,11.7,Nairobi
2021-03-10,4.9,10.4,-1.2,71,12.0,New York
2021-03-10,6.0,9.5,1.5,77,18.6,Paris
2021-03-10,21.5,23.9,17.5,75,11.3,Sydney
2021-03-10,7.4,16.8,0.5,48,28.9,Tokyo
2021-03-11,19.9,25.4,16.5,80,9.1,Antananarivo
2021-03-11,20.4,28.6,12.7,48,12.5,Nairobi
2021-03-11,9.3,20.0,2.5,76,11.5,New York
2021-03-11,10.3,13.6,6.5,77,31.0,Paris
2021-03-11,22.5,25.0,20.6,77,18.0,Sydney
2021-03-11,9.3,14.1,5.2,69,12.0,Tokyo
2021-03-12,19.6,24.8,15.2,77,11.2,Antananarivo
2021-03-12,20.0,27.6,13.2,51,10.5,Nairobi
2021-03-12,13.9,18.7,10.7,56,16.4,New York
2021-03-12,7.8,11.6,4.7,77,24.6,Paris
2021-03-12,21.6,25.1,18.3,88,8.3,Sydney
2021-03-12,12.5,15.5,10.1,80,11.3,Tokyo
2021-03-13,18.4,25.0,12.6,74,10.8,Antananarivo
2021-03-13,20.2,28.3,12.9,51,10.9,Nairobi
2021-03-13,5.6,11.5,-1.5,37,19.7,New York
2021-03-13,7.8,10.2,4.1,77,30.3,Paris
2021-03-13,23.9,28.8,19.9,82,15.1,Sydney
2021-03-13,10.5,15.7,6.2,81,24.0,Tokyo
2021-03-14,18.7,24.5,12.9,80,10.5,Antananarivo
2021-03-14,20.3,28.0,13.2,53,10.2,Nairobi
2021-03-14,5.3,10.1,1.3,41,21.4,New York
2021-03-14,6.8,10.7,3.4,75,21.5,Paris
2021-03-14,16.2,18.1,13.3,81,20.6,Sydney
2021-03-14,9.8,16.4,6.1,47,36.8,Tokyo
2021-03-15,19.3,24.0,15.7,81,11.1,Antananarivo
2021-03-15,20.2,27.1,13.9,55,9.4,Nairobi
2021-03-15,-1.3,2.8,-6.1,34,25.0,New York
2021-03-15,8.4,11.0,5.3,82,20.2,Paris
2021-03-15,18.3,20.6,15.1,74,12.0,Sydney
2021-03-15,9.6,16.7,2.8,57,17.4,Tokyo
2021-03-16,19.4,24.1,15.4,82,10.1,Antananarivo
2021-03-16,18.8,24.8,14.9,72,10.8,Nairobi
2021-03-16,-1.0,2.4,-3.9,50,9.5,New York
2021-03-16,7.5,9.9,3.7,91,12.6,Paris
2021-03-16,19.7,20.8,18.6,76,16.2,Sydney
2021-03-16,12.2,19.5,6.0,61,23.5,Tokyo
2021-03-17,19.5,24.8,16.6,85,8.9,Antananarivo
2021-03-17,19.0,24.6,14.5,67,9.6,Nairobi
2021-03-17,3.2,7.8,0.2,78,9.5,New York
2021-03-17,7.0,9.7,4.8,79,22.6,Paris
2021-03-17,20.0,22.3,18.4,78,19.8,Sydney
2021-03-17,8.7,16.1,1.6,52,25.1,Tokyo
2021-03-18,19.5,23.8,17.2,87,7.2,Antananarivo
2021-03-18,19.8,25.5,14.0,61,9.6,Nairobi
2021-03-18,5.7,7.5,4.0,94,10.1,New York
2021-03-18,5.5,7.6,2.7,87,13.1,Paris
2021-03-18,20.2,21.3,19.2,83,18.5,Sydney
2021-03-18,10.7,15.7,7.0,65,13.5,Tokyo
2021-03-19,19.6,25.1,16.8,83,8.9,Antananarivo
2021-03-19,19.5,26.0,14.9,66,11.2,Nairobi
2021-03-19,2.7,6.4,-2.5,53,29.9,New York
2021-03-19,5.3,8.3,2.2,69,21.5,Paris
2021-03-19,20.6,22.8,19.4,81,22.3,Sydney
2021-03-19,11.5,16.4,8.7,68,15.0,Tokyo
2021-03-20,19.0,23.2,15.9,84,8.9,Antananarivo
2021-03-20,19.4,25.2,14.6,71,11.3,Nairobi
2021-03-20,3.0,12.6,-3.7,53,8.1,New York
2021-03-20,3.9,8.1,0.3,79,12.1,Paris
2021-03-20,20.4,21.1,20.1,88,28.7,Sydney
2021-03-20,14.6,18.1,11.2,77,14.5,Tokyo
2021-03-21,19.0,24.6,15.0,84,10.1,Antananarivo
2021-03-21,18.7,24.0,15.1,73,11.7,Nairobi
2021-03-21,5.6,15.0,-0.6,64,9.4,New York
2021-03-21,6.5,11.3,1.8,78,13.0,Paris
2021-03-21,19.4,20.2,18.8,87,21.0,Sydney
2021-03-21,14.9,18.4,8.5,78,41.5,Tokyo
2021-03-22,19.7,23.8,16.5,86,8.1,Antananarivo
2021-03-22,19.1,25.5,14.3,69,11.1,Nairobi
2021-03-22,6.1,13.1,-1.0,73,6.6,New York
2021-03-22,5.4,8.5,1.8,73,9.6,Paris
2021-03-22,19.3,20.3,18.4,91,22.0,Sydney
2021-03-22,8.9,14.7,3.3,61,17.6,Tokyo
2021-03-23,20.1,25.0,16.8,85,7.1,Antananarivo
2021-03-23,19.4,26.3,15.6,72,11.5,Nairobi
2021-03-23,7.2,16.1,1.4,84,9.5,New York
2021-03-23,6.8,12.7,1.5,75,5.2,Paris
2021-03-23,19.6,22.9,16.9,89,16.3,Sydney
2021-03-23,9.3,13.1,3.7,65,11.6,Tokyo
2021-03-24,19.5,25.2,16.0,88,7.5,Antananarivo
2021-03-24,19.5,26.4,14.7,66,11.3,Nairobi
2021-03-24,8.4,13.1,4.0,91,10.9,New York
2021-03-24,8.6,16.8,1.7,73,8.7,Paris
2021-03-24,21.6,27.1,16.4,61,14.3,Sydney
2021-03-24,13.4,17.8,10.6,71,20.7,Tokyo
2021-03-25,20.1,25.3,17.6,86,4.5,Antananarivo
2021-03-25,20.8,28.4,14.5,52,9.8,Nairobi
2021-03-25,12.2,19.5,8.8,92,9.8,New York
2021-03-25,8.9,13.4,5.4,77,9.7,Paris
2021-03-25,19.6,25.0,13.9,68,11.2,Sydney
2021-03-25,12.5,16.9,8.0,75,13.9,Tokyo
2021-03-26,20.7,26.0,17.1,83,6.7,Antananarivo
2021-03-26,20.0,27.0,13.6,57,8.8,Nairobi
2021-03-26,15.5,25.6,9.0,82,22.1,New York
2021-03-26,9.1,14.4,4.7,73,17.9,Paris
2021-03-26,18.4,21.6,16.0,85,7.6,Sydney
2021-03-26,11.1,18.3,4.4,50,21.9,Tokyo
2021-03-27,19.9,25.6,14.6,80,9.3,Antananarivo
2021-03-27,19.9,26.5,12.3,54,7.5,Nairobi
2021-03-27,12.3,17.6,6.6,60,16.8,New York
2021-03-27,7.7,11.7,3.8,73,17.6,Paris
2021-03-27,19.4,24.6,14.2,70,8.3,Sydney
2021-03-27,14.1,16.7,11.8,62,18.9,Tokyo
2021-03-28,19.6,25.9,14.7,80,7.6,Antananarivo
2021-03-28,20.1,25.7,15.8,60,7.5,Nairobi
2021-03-28,11.5,19.0,7.8,86,16.9,New York
2021-03-28,9.9,15.6,4.2,68,12.6,Paris
2021-03-28,18.3,23.0,13.8,79,8.3,Sydney
2021-03-28,16.1,18.4,13.5,85,26.0,Tokyo
2021-03-29,19.6,25.9,14.9,79,6.2,Antananarivo
2021-03-29,20.1,28.0,14.2,69,9.7,Nairobi
2021-03-29,9.4,16.2,5.1,53,26.8,New York
2021-03-29,12.1,20.4,4.8,63,8.1,Paris
2021-03-29,19.2,23.2,16.6,72,15.5,Sydney
2021-03-29,16.3,21.1,13.1,84,11.3,Tokyo
2021-03-30,19.8,24.5,16.2,80,6.1,Antananarivo
2021-03-30,19.3,25.5,15.5,72,9.5,Nairobi
2021-03-30,7.0,12.5,0.6,65,13.5,New York
2021-03-30,13.7,22.7,6.5,69,8.1,Paris
2021-03-30,17.5,20.7,13.7,75,13.1,Sydney
2021-03-30,16.7,22.2,12.6,78,13.9,Tokyo
2021-03-31,19.8,24.5,16.8,80,8.5,Antananarivo
2021-03-31,19.9,26.4,14.5,66,9.4,Nairobi
2021-03-31,11.4,16.7,7.4,81,17.2,New York
2021-03-31,15.4,23.7,7.2,68,8.0,Paris
2021-03-31,18.2,21.4,14.8,78,13.5,Sydney
2021-03-31,15.9,20.9,11.5,66,13.5,Tokyo
2021-04-01,19.5,24.0,16.7,81,15.1,Antananarivo
2021-04-01,20.1,26.0,16.1,69,9.4,Nairobi
2021-04-01,8.6,12.0,4.9,75,20.1,New York
2021-04-01,16.1,23.5,8.0,66,9.5,Paris
2021-04-01,18.6,23.2,14.5,84,7.6,Sydney
2021-04-01,14.7,19.7,11.8,69,13.6,Tokyo
2021-04-02,18.7,23.1,13.9,81,16.0,Antananarivo
2021-04-02,20.1,26.5,15.5,68,8.7,Nairobi
2021-04-02,1.3,5.8,-3.4,46,22.1,New York
2021-04-02,8.9,12.4,4.8,65,19.4,Paris
2021-04-02,19.0,24.4,15.1,85,7.4,Sydney
2021-04-02,14.3,19.3,9.9,71,12.9,Tokyo
2021-04-03,18.7,25.0,12.6,79,7.6,Antananarivo
2021-04-03,20.3,27.9,15.6,68,6.9,Nairobi
2021-04-03,3.2,10.9,-2.2,44,13.6,New York
2021-04-03,7.1,10.7,4.3,64,19.7,Paris
2021-04-03,20.0,24.6,14.8,80,10.3,Sydney
2021-04-03,16.5,20.9,13.8,69,17.7,Tokyo
2021-04-04,19.3,26.1,14.8,86,5.1,Antananarivo
2021-04-04,19.2,24.1,16.0,81,6.6,Nairobi
2021-04-04,8.6,15.8,3.5,50,7.5,New York
2021-04-04,6.6,12.3,1.6,74,10.5,Paris
2021-04-04,20.5,26.7,14.8,83,9.5,Sydney
2021-04-04,16.8,21.0,14.1,80,21.9,Tokyo
2021-04-05,19.6,26.2,13.5,80,9.4,Antananarivo
2021-04-05,18.9,24.7,16.1,81,6.3,Nairobi
2021-04-05,11.3,18.1,5.7,45,20.9,New York
2021-04-05,4.7,9.7,-1.1,76,14.5,Paris
2021-04-05,21.1,24.9,17.5,88,7.8,Sydney
2021-04-05,9.9,17.0,5.7,78,21.1,Tokyo
2021-04-06,19.9,26.5,13.5,79,6.8,Antananarivo
2021-04-06,18.3,23.5,15.8,84,6.3,Nairobi
2021-04-06,11.5,18.3,5.0,39,17.4,New York
2021-04-06,2.7,7.0,-1.7,59,14.4,Paris
2021-04-06,20.8,24.3,17.5,84,8.3,Sydney
2021-04-06,9.7,13.0,6.0,72,14.7,Tokyo
2021-04-07,19.1,23.3,16.3,82,14.6,Antananarivo
2021-04-07,19.0,24.7,15.6,77,11.1,Nairobi
2021-04-07,11.9,19.9,6.6,54,9.5,New York
2021-04-07,3.9,8.8,-2.0,62,12.4,Paris
2021-04-07,19.8,23.4,17.6,90,7.2,Sydney
2021-04-07,11.9,16.6,8.1,64,14.4,Tokyo
2021-04-08,19.2,24.2,15.7,79,11.9,Antananarivo
2021-04-08,18.4,23.8,16.0,83,6.1,Nairobi
2021-04-08,11.4,17.8,5.1,67,9.1,New York
2021-04-08,6.7,12.0,2.1,66,5.7,Paris
2021-04-08,19.2,23.5,15.4,84,8.2,Sydney
2021-04-08,11.3,16.2,5.3,68,14.7,Tokyo
2021-04-09,19.1,25.1,14.5,77,9.6,Antananarivo
2021-04-09,18.5,24.3,15.1,80,5.7,Nairobi
2021-04-09,9.0,12.2,5.6,85,10.4,New York
2021-04-09,9.6,16.0,2.4,68,8.9,Paris
2021-04-09,20.4,26.7,15.2,77,12.8,Sydney
2021-04-09,10.0,15.8,5.6,41,19.0,Tokyo
2021-04-10,18.9,24.8,15.1,81,8.9,Antananarivo
2021-04-10,18.7,24.5,14.3,80,5.9,Nairobi
2021-04-10,11.4,16.4,7.7,87,7.3,New York
2021-04-10,10.2,14.1,7.0,88,12.8,Paris
2021-04-10,16.6,21.9,11.5,56,18.6,Sydney
2021-04-10,9.4,13.7,5.2,59,11.6,Tokyo
2021-04-11,18.7,24.3,14.7,79,10.8,Antananarivo
2021-04-11,18.7,23.8,15.8,81,8.1,Nairobi
2021-04-11,12.3,14.6,10.8,98,11.8,New York
2021-04-11,5.9,8.1,2.1,76,16.4,Paris
2021-04-11,13.2,16.9,9.7,50,22.0,Sydney
2021-04-11,12.2,17.0,6.6,64,12.7,Tokyo
2021-04-12,19.1,25.0,14.5,78,12.4,Antananarivo
2021-04-12,19.0,24.0,16.1,77,8.1,Nairobi
2021-04-12,8.0,9.6,6.7,89,14.9,New York
2021-04-12,5.3,10.5,0.0,71,11.6,Paris
2021-04-12,13.5,18.1,8.8,70,11.1,Sydney
2021-04-12,14.7,18.5,12.3,60,14.6,Tokyo
2021-04-13,18.9,23.2,15.4,81,13.3,Antananarivo
2021-04-13,18.5,23.9,15.3,83,5.6,Nairobi
2021-04-13,10.4,18.4,5.8,75,10.3,New York
2021-04-13,5.5,10.9,0.4,63,11.2,Paris
2021-04-13,16.4,21.1,12.5,62,12.1,Sydney
2021-04-13,16.8,20.1,14.4,81,30.1,Tokyo
2021-04-14,19.2,24.7,15.4,82,6.0,Antananarivo
2021-04-14,19.0,24.7,15.8,79,5.3,Nairobi
2021-04-14,12.2,20.0,5.7,75,8.9,New York
2021-04-14,5.9,11.2,-0.5,59,11.3,Paris
2021-04-14,19.0,25.6,12.8,49,11.3,Sydney
2021-04-14,12.2,19.7,5.8,79,18.7,Tokyo
2021-04-15,19.3,24.1,16.2,84,3.7,Antananarivo
2021-04-15,18.2,23.7,15.1,79,5.5,Nairobi
2021-04-15,11.6,13.9,10.2,95,9.9,New York
2021-04-15,5.7,10.4,1.0,65,14.4,Paris
2021-04-15,17.9,23.7,13.6,54,11.7,Sydney
2021-04-15,10.4,14.2,7.3,65,12.1,Tokyo
2021-04-16,18.9,24.6,15.5,84,6.5,Antananarivo
2021-04-16,18.8,24.5,15.0,74,6.5,Nairobi
2021-04-16,7.8,12.2,3.6,75,16.4,New York
2021-04-16,6.2,10.3,0.7,62,14.6,Paris
2021-04-16,16.7,20.2,13.4,71,12.5,Sydney
2021-04-16,14.3,17.4,12.5,74,11.1,Tokyo
2021-04-17,18.4,25.2,14.4,80,9.6,Antananarivo
2021-04-17,19.1,24.4,15.1,74,8.3,Nairobi
2021-04-17,8.2,12.0,5.0,73,11.4,New York
2021-04-17,8.8,13.3,4.3,62,15.3,Paris
2021-04-17,14.0,19.0,10.5,87,6.6,Sydney
2021-04-17,15.0,18.2,10.7,83,23.4,Tokyo
2021-04-18,16.1,20.3,13.5,80,16.2,Antananarivo
2021-04-18,18.7,24.5,15.8,79,8.8,Nairobi
2021-04-18,10.5,15.4,5.3,63,9.4,New York
2021-04-18,7.8,13.7,1.5,71,8.6,Paris
2021-04-18,14.7,19.9,10.1,82,8.5,Sydney
2021-04-18,13.2,19.9,7.6,45,22.5,Tokyo
2021-04-19,16.7,21.4,13.4,83,12.8,Antananarivo
2021-04-19,18.4,23.5,15.6,80,9.7,Nairobi
2021-04-19,11.1,16.9,5.7,73,7.8,New York
2021-04-19,9.6,16.0,1.6,70,6.6,Paris
2021-04-19,15.6,22.1,9.7,74,10.0,Sydney
2021-04-19,13.4,19.8,7.6,57,14.3,Tokyo
2021-04-20,17.5,22.0,14.2,82,12.7,Antananarivo
2021-04-20,18.4,24.1,15.5,81,10.2,Nairobi
2021-04-20,13.4,21.5,6.4,67,14.0,New York
2021-04-20,11.5,16.9,6.8,67,6.3,Paris
2021-04-20,17.2,21.8,12.6,52,12.6,Sydney
2021-04-20,15.7,21.3,11.9,63,17.5,Tokyo
2021-04-21,17.8,22.5,13.9,81,11.0,Antananarivo
2021-04-21,18.4,24.5,15.7,84,6.9,Nairobi
